id,eventId,siteUnitNumber,bathingSite,eventStart,eventStop,duration,activity,associatedSiteId,outfallName,isImpacting
80554911,672507,12616,GURNARD,2022-11-17T17:00:00,2022-11-17T18:00:01.973,60,Under Review - Non Impacting,109704,EGYPT POINT COWES,False
80554960,667243,12617,COWES,2022-11-15T06:38:44,2022-11-17T18:00:01.973,3561,Genuine ,109705,SPRINGHILL COWES TRANSFER,False
80555054,672507,12617,COWES,2022-11-17T17:00:00,2022-11-17T18:00:01.973,60,Under Review ,109704,EGYPT POINT COWES,False
80555144,672057,12616,GURNARD,2022-11-17T07:52:51,2022-11-17T18:00:01.973,607,Under Review - Non Impacting,109706,HIGH STREET COWES,False
80555325,668939,12549,HERNE BAY CENTRAL,2022-11-16T08:04:13,2022-11-17T18:00:01.973,2035,Genuine - Non Impacting,109830,SWALECLIFFE NO1,False
80555938,668939,12548,TANKERTON,2022-11-16T08:04:13,2022-11-17T18:00:01.973,2035,Genuine ,109830,SWALECLIFFE NO1,False
80555990,667544,12605,STOKES BAY,2022-11-15T09:45:00,2022-11-17T18:00:01.973,3375,Genuine ,109732,PEEL COMMON,False
80555991,667544,12603,EASTNEY,2022-11-15T09:45:00,2022-11-17T18:00:01.973,3375,Genuine - Non Impacting,109732,PEEL COMMON,False
80556025,667544,12604,SOUTHSEA EAST,2022-11-15T09:45:00,2022-11-17T18:00:01.973,3375,Genuine - Non Impacting,109732,PEEL COMMON,False
80556223,669987,12661,LANGSTONE HARBOUR,2022-11-16T17:58:57,2022-11-17T18:00:01.973,1441,Under Review ,109819,COURT LANE COSHAM,False
80556250,668900,12577,BEXHILL,2022-11-16T07:44:35,2022-11-17T18:00:01.973,2055,Genuine ,109903,BEXHILL & HASTINGS NO2,False
80556293,667544,12607,HILLHEAD,2022-11-15T09:45:00,2022-11-17T18:00:01.973,3375,Genuine - Non Impacting,109732,PEEL COMMON,False
80556376,667532,12591,LITTLEHAMPTON,2022-11-15T09:23:03,2022-11-17T18:00:01.973,3396,Genuine ,109977,FORESHORE TANK LITTLEHAMPTON,False
80556423,672057,12617,COWES,2022-11-17T07:52:51,2022-11-17T18:00:01.973,607,Under Review - Non Impacting,109706,HIGH STREET COWES,False
80556613,669160,12549,HERNE BAY CENTRAL,2022-11-16T09:44:46,2022-11-17T18:00:01.973,1935,Under Review ,109835,SWALECLIFFE NO2,False
80556997,667544,12606,LEE-ON-SOLENT,2022-11-15T09:45:00,2022-11-17T18:00:01.973,3375,Genuine ,109732,PEEL COMMON,False
80557430,668900,12576,ST LEONARDS,2022-11-16T07:44:35,2022-11-17T18:00:01.973,2055,Genuine ,109903,BEXHILL & HASTINGS NO2,False
80557678,668438,12596,PAGHAM,2022-11-15T19:56:00,2022-11-17T18:00:01.973,2764,Genuine - Non Impacting,109959,WEST PARK BOGNOR REGIS,False
80557679,668438,12594,BOGNOR REGIS EAST,2022-11-15T19:56:00,2022-11-17T18:00:01.973,2764,Genuine ,109959,WEST PARK BOGNOR REGIS,False
80558289,669961,12572,LITTLESTONE,2022-11-16T17:58:00,2022-11-17T18:00:01.973,1442,Under Review ,109908,NEW ROMNEY,False
80558301,669160,12548,TANKERTON,2022-11-16T09:44:46,2022-11-17T18:00:01.973,1935,Under Review - Non Impacting,109835,SWALECLIFFE NO2,False
80558685,667364,12662,CHICHESTER HARBOUR,2022-11-15T08:03:37,2022-11-17T18:00:01.973,3476,Genuine ,109850,THORNHAM,False
80558950,669205,12596,PAGHAM,2022-11-16T09:30:00,2022-11-17T18:00:01.973,1950,Genuine ,109973,ALDWICK AVENUE BOGNOR,False
80558951,669205,12594,BOGNOR REGIS EAST,2022-11-16T09:30:00,2022-11-17T18:00:01.973,1950,Genuine ,109973,ALDWICK AVENUE BOGNOR,False
80558974,669205,12595,BOGNOR REGIS (ALDWICK),2022-11-16T09:30:00,2022-11-17T18:00:01.973,1950,Genuine ,109973,ALDWICK AVENUE BOGNOR,False
80558999,670181,12547,WEST BEACH WHITSTABLE,2022-11-16T18:56:07,2022-11-17T18:00:01.973,1383,Genuine - Non Impacting,109832,GORREL NO1,False
80559475,670181,12548,TANKERTON,2022-11-16T18:56:07,2022-11-17T18:00:01.973,1383,Genuine ,109832,GORREL NO1,False
80559751,667210,12617,COWES,2022-11-15T05:49:51,2022-11-17T18:00:01.973,3610,Genuine ,109652,WOODVALE TRANSFER NO2,False
80559898,668790,12569,HYTHE,2022-11-16T06:15:00,2022-11-17T18:00:01.973,2145,Not Genuine ,109897,RANGE ROAD HYTHE K LONG,False
80559944,668790,12568,SANDGATE,2022-11-16T06:15:00,2022-11-17T18:00:01.973,2145,Not Genuine ,109897,RANGE ROAD HYTHE K LONG,False
80560045,671242,12595,BOGNOR REGIS (ALDWICK),2022-11-16T19:06:24,2022-11-17T18:00:01.973,1373,Under Review ,109958,CARLTON AVENUE BOGNOR,False
80560048,667375,12620,ST HELENS,2022-11-15T08:15:00,2022-11-17T18:00:01.973,3465,Genuine - Non Impacting,109939,LANE END ROAD BEMBRIDGE,False
80560935,667549,12662,CHICHESTER HARBOUR,2022-11-15T09:50:17,2022-11-17T18:00:01.973,3369,Not Genuine ,109850,THORNHAM,False
80560941,670191,12608,CALSHOT,2022-11-16T19:13:00,2022-11-17T18:00:01.973,1367,Genuine ,109826,ASHLETT CREEK FAWLEY,False
80561031,667785,12596,PAGHAM,2022-11-15T11:39:05,2022-11-17T18:00:01.973,3260,Genuine ,109911,SUMMER LANE PAGHAM,False
80561413,667293,12591,LITTLEHAMPTON,2022-11-15T08:04:00,2022-11-17T18:00:01.973,3476,Genuine - Non Impacting,109965,SEA ROAD LITTLEHAMPTON,False
80561823,671242,12596,PAGHAM,2022-11-16T19:06:24,2022-11-17T18:00:01.973,1373,Under Review ,109958,CARLTON AVENUE BOGNOR,False
80561824,671242,12594,BOGNOR REGIS EAST,2022-11-16T19:06:24,2022-11-17T18:00:01.973,1373,Under Review ,109958,CARLTON AVENUE BOGNOR,False
80561827,667375,12621,BEMBRIDGE,2022-11-15T08:15:00,2022-11-17T18:00:01.973,3465,Genuine ,109939,LANE END ROAD BEMBRIDGE,False
80562347,667222,12617,COWES,2022-11-15T05:56:02,2022-11-17T18:00:01.973,3603,Genuine - Non Impacting,109777,APPLEY PARK RYDE TRANSFER,False
80562368,667659,12615,COLWELL BAY,2022-11-15T10:38:13,2022-11-17T18:00:01.973,3321,Genuine - Non Impacting,109657,THE PROMENADE TOTLAND PIER NO2,False
80562406,643771,12588,SHOREHAM BEACH,2022-10-19T11:14:56,2022-11-17T18:00:01.973,42165,Not Genuine ,109929,SHOREHAM NO1,False
80562432,643771,12587,SOUTHWICK,2022-10-19T11:14:56,2022-11-17T18:00:01.973,42165,Not Genuine ,109929,SHOREHAM NO1,False
80562493,643771,12586,HOVE,2022-10-19T11:14:56,2022-11-17T18:00:01.973,42165,Not Genuine ,109929,SHOREHAM NO1,False
80562635,667222,12618,RYDE,2022-11-15T05:56:02,2022-11-17T18:00:01.973,3603,Genuine ,109777,APPLEY PARK RYDE TRANSFER,False
80562643,667462,12661,LANGSTONE HARBOUR,2022-11-15T09:04:35,2022-11-17T18:00:01.973,3415,Genuine ,109773,BUDDS FARM HAVANT NO2,False
80562741,667350,12618,RYDE,2022-11-15T08:00:00,2022-11-17T18:00:01.973,3480,Genuine ,109778,PRINCE CONSORT RYDE NEW,False
80562765,669205,12593,FELPHAM,2022-11-16T09:30:00,2022-11-17T18:00:01.973,1950,Genuine ,109973,ALDWICK AVENUE BOGNOR,False
80562844,667456,12661,LANGSTONE HARBOUR,2022-11-15T09:00:00,2022-11-17T18:00:01.973,3420,Genuine ,109773,BUDDS FARM HAVANT NO2,False
80563073,668767,12662,CHICHESTER HARBOUR,2022-11-16T06:03:56,2022-11-17T18:00:01.973,2156,Not Genuine ,109854,KINGS ROAD EMSWORTH,False
80563266,670203,12662,CHICHESTER HARBOUR,2022-11-16T19:20:26,2022-11-17T18:00:01.973,1359,Under Review ,109853,CHIDHAM,False
80563756,667659,12614,TOTLAND BAY,2022-11-15T10:38:13,2022-11-17T18:00:01.973,3321,Genuine - Non Impacting,109657,THE PROMENADE TOTLAND PIER NO2,False
80564275,670735,12624,SANDOWN,2022-11-16T21:45:52,2022-11-17T18:00:01.973,1214,Genuine ,110096,SANDOWN NO1,False
80564276,670735,12623,YAVERLAND,2022-11-16T21:45:52,2022-11-17T18:00:01.973,1214,Genuine - Non Impacting,110096,SANDOWN NO1,False
80564427,672372,12549,HERNE BAY CENTRAL,2022-11-17T13:30:00,2022-11-17T18:00:01.973,270,Not Genuine ,109676,KINGS HALL HERNE BAY A,False
80564428,672372,12551,HERNE BAY,2022-11-17T13:30:00,2022-11-17T18:00:01.973,270,Not Genuine ,109676,KINGS HALL HERNE BAY A,False
80564429,658534,12549,HERNE BAY CENTRAL,2022-11-06T12:15:00,2022-11-17T18:00:01.973,16185,Not Genuine ,109676,KINGS HALL HERNE BAY A,False
80564430,658534,12551,HERNE BAY,2022-11-06T12:15:00,2022-11-17T18:00:01.973,16185,Not Genuine ,109676,KINGS HALL HERNE BAY A,False
80564568,652847,12593,FELPHAM,2022-11-03T00:08:49,2022-11-17T18:00:01.973,21231,Not Genuine ,109964,SHRIPNEY ROAD SOUTH BERSTED,False
80564573,667184,12616,GURNARD,2022-11-15T04:33:00,2022-11-17T18:00:01.973,3687,Genuine ,110701,TERMINUS ROAD COWES 2,False
80564783,667184,12617,COWES,2022-11-15T04:33:00,2022-11-17T18:00:01.973,3687,Genuine ,110701,TERMINUS ROAD COWES 2,False
80565486,670735,12622,WHITECLIFF BAY,2022-11-16T21:45:52,2022-11-17T18:00:01.973,1214,Genuine ,110096,SANDOWN NO1,False
80567553,667638,12596,PAGHAM,2022-11-15T10:11:51,2022-11-17T18:00:01.973,3348,Genuine ,109791,SIDLESHAM,False
80567596,671950,12624,SANDOWN,2022-11-17T06:21:24,2022-11-17T18:00:01.973,698,Genuine ,110097,SANDOWN NO2,False
80567597,671950,12623,YAVERLAND,2022-11-17T06:21:24,2022-11-17T18:00:01.973,698,Genuine ,110097,SANDOWN NO2,False
80567621,667784,12662,CHICHESTER HARBOUR,2022-11-15T11:34:25,2022-11-17T18:00:01.973,3265,Genuine ,110760,BOSHAM,False
80567760,671950,12622,WHITECLIFF BAY,2022-11-17T06:21:24,2022-11-17T18:00:01.973,698,Genuine - Non Impacting,110097,SANDOWN NO2,False
80567805,671950,12619,SEAGROVE,2022-11-17T06:21:24,2022-11-17T18:00:01.973,698,Genuine - Non Impacting,110097,SANDOWN NO2,False
80567806,671950,12621,BEMBRIDGE,2022-11-17T06:21:24,2022-11-17T18:00:01.973,698,Genuine - Non Impacting,110097,SANDOWN NO2,False
80567811,671950,12625,SHANKLIN,2022-11-17T06:21:24,2022-11-17T18:00:01.973,698,Genuine - Non Impacting,110097,SANDOWN NO2,False
80569529,652847,12595,BOGNOR REGIS (ALDWICK),2022-11-03T00:08:49,2022-11-17T18:00:01.973,21231,Not Genuine ,109964,SHRIPNEY ROAD SOUTH BERSTED,False
80569563,668833,12615,COLWELL BAY,2022-11-16T01:30:00,2022-11-17T18:00:01.973,2430,Genuine ,115498,NORTON TRANSFER IOW,False
80569644,654250,12578,NORMANS BAY,2022-11-03T08:24:39,2022-11-17T18:00:01.973,20735,Not Genuine ,115504,HARTFIELD ROAD BEXHILL,False
80569764,668833,12614,TOTLAND BAY,2022-11-16T01:30:00,2022-11-17T18:00:01.973,2430,Genuine ,115498,NORTON TRANSFER IOW,False
80569814,668863,12615,COLWELL BAY,2022-11-16T06:46:42,2022-11-17T18:00:01.973,2113,Genuine ,115498,NORTON TRANSFER IOW,False
80569993,668863,12614,TOTLAND BAY,2022-11-16T06:46:42,2022-11-17T18:00:01.973,2113,Genuine ,115498,NORTON TRANSFER IOW,False
80570269,669936,12577,BEXHILL,2022-11-16T17:30:00,2022-11-17T18:00:01.973,1470,Genuine ,111338,GALLEY HILL BEXHILL,False
80570479,667559,12662,CHICHESTER HARBOUR,2022-11-15T09:56:26,2022-11-17T18:00:01.973,3363,Genuine ,116025,PRIORS LEAZE LANE NUTBOURNE,False
80570755,670414,12662,CHICHESTER HARBOUR,2022-11-16T18:44:46,2022-11-17T18:00:01.973,1395,Under Review ,115540,TAYLORS LANE BOSHAM,False
80571323,654250,12577,BEXHILL,2022-11-03T08:24:39,2022-11-17T18:00:01.973,20735,Not Genuine ,115504,HARTFIELD ROAD BEXHILL,False
80571441,670415,12662,CHICHESTER HARBOUR,2022-11-16T18:45:00,2022-11-17T18:00:01.973,1395,Under Review ,116108,TAYLORS LANE BOSHAM PS PUMPED,False
80571454,658154,12662,CHICHESTER HARBOUR,2022-11-06T09:00:30,2022-11-17T18:00:01.973,16379,Not Genuine ,111600,MILL LANE FISHBOURNE,False
80571483,652847,12594,BOGNOR REGIS EAST,2022-11-03T00:08:49,2022-11-17T18:00:01.973,21231,Not Genuine ,109964,SHRIPNEY ROAD SOUTH BERSTED,False
80556536,668438,12595,BOGNOR REGIS (ALDWICK),2022-11-15T19:56:00,2022-11-17T18:00:01.973,2764,Genuine - Non Impacting,109959,WEST PARK BOGNOR REGIS,False
80554834,667243,12616,GURNARD,2022-11-15T06:38:44,2022-11-17T18:00:01.973,3561,Genuine - Non Impacting,109705,SPRINGHILL COWES TRANSFER,False
80554881,669421,12551,HERNE BAY,2022-11-16T12:30:25,2022-11-17T18:00:01.973,1769,Genuine ,109682,MAY STREET HERNE BAY NO3,False
80559702,667210,12616,GURNARD,2022-11-15T05:49:51,2022-11-17T18:00:01.973,3610,Genuine ,109652,WOODVALE TRANSFER NO2,False
80556913,672505,12662,CHICHESTER HARBOUR,2022-11-17T16:49:06,2022-11-17T17:15:00,25,Under Review ,109836,CHICHESTER,False
80556912,672425,12662,CHICHESTER HARBOUR,2022-11-17T15:03:15,2022-11-17T16:45:00,101,Under Review ,109836,CHICHESTER,False
80555051,672316,12617,COWES,2022-11-17T12:15:00,2022-11-17T16:45:00,270,Under Review ,109704,EGYPT POINT COWES,False
80554908,672316,12616,GURNARD,2022-11-17T12:15:00,2022-11-17T16:45:00,270,Under Review - Non Impacting,109704,EGYPT POINT COWES,False
80564524,669718,12616,GURNARD,2022-11-16T15:59:20,2022-11-17T16:15:00,1455,Under Review ,110701,TERMINUS ROAD COWES 2,False
80564950,669718,12617,COWES,2022-11-16T15:59:20,2022-11-17T16:15:00,1455,Under Review ,110701,TERMINUS ROAD COWES 2,False
80562115,672436,12575,HASTINGS PELHAM BEACH,2022-11-17T15:30:00,2022-11-17T15:46:55,16,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562116,672436,12576,ST LEONARDS,2022-11-17T15:30:00,2022-11-17T15:46:55,16,Under Review ,109982,COOMBS HASTINGS,False
80561928,669724,12616,GURNARD,2022-11-16T16:01:44,2022-11-17T15:15:00,1393,Genuine ,109650,MARSH ROAD GURNARD,False
80562695,669724,12617,COWES,2022-11-16T16:01:44,2022-11-17T15:15:00,1393,Genuine - Non Impacting,109650,MARSH ROAD GURNARD,False
80562113,672418,12575,HASTINGS PELHAM BEACH,2022-11-17T14:42:33,2022-11-17T15:00:00,17,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562114,672418,12576,ST LEONARDS,2022-11-17T14:42:33,2022-11-17T15:00:00,17,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80558422,672416,12662,CHICHESTER HARBOUR,2022-11-17T14:35:52,2022-11-17T15:00:00,24,Under Review ,109836,CHICHESTER,False
80558427,669851,12662,CHICHESTER HARBOUR,2022-11-16T17:07:26,2022-11-17T14:30:01,1282,Under Review ,109836,CHICHESTER,False
80562107,672408,12575,HASTINGS PELHAM BEACH,2022-11-17T14:00:00,2022-11-17T14:15:00,15,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562108,672408,12576,ST LEONARDS,2022-11-17T14:00:00,2022-11-17T14:15:00,15,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562256,668834,12592,MIDDLETON-ON-SEA,2022-11-16T03:33:37,2022-11-17T13:45:52,2052,Genuine - Non Impacting,109972,BOGNOR MAIN,False
80561800,668834,12593,FELPHAM,2022-11-16T03:33:37,2022-11-17T13:45:52,2052,Genuine ,109972,BOGNOR MAIN,False
80561635,668834,12595,BOGNOR REGIS (ALDWICK),2022-11-16T03:33:37,2022-11-17T13:45:52,2052,Genuine - Non Impacting,109972,BOGNOR MAIN,False
80561660,668834,12594,BOGNOR REGIS EAST,2022-11-16T03:33:37,2022-11-17T13:45:52,2052,Genuine - Non Impacting,109972,BOGNOR MAIN,False
80558730,671756,12572,LITTLESTONE,2022-11-17T03:15:00,2022-11-17T13:45:00,630,Under Review ,109907,QUEENS ROAD NEW ROMNEY,False
80571268,671756,12571,ST MARYS BAY (KENT),2022-11-17T03:15:00,2022-11-17T13:45:00,630,Under Review - Non Impacting,109907,QUEENS ROAD NEW ROMNEY,False
80570282,670261,12577,BEXHILL,2022-11-16T19:23:21,2022-11-17T13:45:00,1101,Under Review ,115500,BEXHILL DOWN,False
80564437,670096,12549,HERNE BAY CENTRAL,2022-11-16T21:00:00,2022-11-17T13:19:00,979,Genuine ,109676,KINGS HALL HERNE BAY A,False
80564438,670096,12551,HERNE BAY,2022-11-16T21:00:00,2022-11-17T13:19:00,979,Genuine ,109676,KINGS HALL HERNE BAY A,False
80563178,669369,12567,FOLKESTONE,2022-11-16T11:54:41,2022-11-17T13:00:00,1505,Genuine ,110010,THE STADE FOLKESTONE,False
80562109,672286,12575,HASTINGS PELHAM BEACH,2022-11-17T11:30:00,2022-11-17T12:15:00,45,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562110,672286,12576,ST LEONARDS,2022-11-17T11:30:00,2022-11-17T12:15:00,45,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80560915,668677,12591,LITTLEHAMPTON,2022-11-16T02:34:33,2022-11-17T12:15:00,2020,Genuine ,109968,FORD ROAD ARUNDEL,False
80560608,667463,12620,ST HELENS,2022-11-15T09:04:50,2022-11-17T12:00:00,3055,Not Genuine ,109937,HILLWAY BEMBRIDGE,False
80561868,667463,12621,BEMBRIDGE,2022-11-15T09:04:50,2022-11-17T12:00:00,3055,Not Genuine ,109937,HILLWAY BEMBRIDGE,False
80554907,672301,12616,GURNARD,2022-11-17T11:40:42,2022-11-17T11:56:45,16,Under Review - Non Impacting,109704,EGYPT POINT COWES,False
80555050,672301,12617,COWES,2022-11-17T11:40:42,2022-11-17T11:56:45,16,Under Review ,109704,EGYPT POINT COWES,False
80555377,672202,12551,HERNE BAY,2022-11-17T09:00:00,2022-11-17T11:45:00,165,Under Review ,109678,EDDINGTON LANE HERNE BAY NO2,False
80555378,672202,12549,HERNE BAY CENTRAL,2022-11-17T09:00:00,2022-11-17T11:45:00,165,Under Review ,109678,EDDINGTON LANE HERNE BAY NO2,False
80554818,672199,12549,HERNE BAY CENTRAL,2022-11-17T07:15:00,2022-11-17T11:30:00,255,Under Review ,109677,EDDINGTON LANE HERNE BAY NO1,False
80554819,672199,12551,HERNE BAY,2022-11-17T07:15:00,2022-11-17T11:30:00,255,Under Review ,109677,EDDINGTON LANE HERNE BAY NO1,False
80569407,671987,12549,HERNE BAY CENTRAL,2022-11-17T06:12:00,2022-11-17T11:30:00,318,Under Review ,111724,GAINSBOROUGH DRIVE HERNE BAY,False
80569408,671987,12551,HERNE BAY,2022-11-17T06:12:00,2022-11-17T11:30:00,318,Under Review ,111724,GAINSBOROUGH DRIVE HERNE BAY,False
80555057,667199,12617,COWES,2022-11-15T05:20:00,2022-11-17T11:15:00,3235,Genuine ,109704,EGYPT POINT COWES,False
80554914,667199,12616,GURNARD,2022-11-15T05:20:00,2022-11-17T11:15:00,3235,Genuine - Non Impacting,109704,EGYPT POINT COWES,False
80562111,672261,12575,HASTINGS PELHAM BEACH,2022-11-17T10:43:21,2022-11-17T11:00:00,16,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562112,672261,12576,ST LEONARDS,2022-11-17T10:43:21,2022-11-17T11:00:00,16,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80563772,670552,12579,PEVENSEY BAY,2022-11-16T18:45:00,2022-11-17T10:45:00,960,Under Review ,109891,MONTAGUE WAY WESTHAM,False
80562206,672189,12575,HASTINGS PELHAM BEACH,2022-11-17T09:25:47,2022-11-17T10:00:00,34,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562207,672189,12576,ST LEONARDS,2022-11-17T09:25:47,2022-11-17T10:00:00,34,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80559349,671867,12546,LEYSDOWN,2022-11-17T05:02:32,2022-11-17T09:47:20,284,Under Review ,109613,BARROWS BROOK EASTCHURCH,False
80562119,669995,12575,HASTINGS PELHAM BEACH,2022-11-16T18:08:28,2022-11-17T09:18:15,909,Under Review - Non Impacting,109982,COOMBS HASTINGS,False
80562120,669995,12576,ST LEONARDS,2022-11-16T18:08:28,2022-11-17T09:18:15,909,Under Review ,109982,COOMBS HASTINGS,False
80555379,671347,12551,HERNE BAY,2022-11-17T02:00:00,2022-11-17T08:45:00,405,Under Review ,109678,EDDINGTON LANE HERNE BAY NO2,False
80555380,671347,12549,HERNE BAY CENTRAL,2022-11-17T02:00:00,2022-11-17T08:45:00,405,Under Review ,109678,EDDINGTON LANE HERNE BAY NO2,False
80564549,669725,12620,ST HELENS,2022-11-16T16:03:38,2022-11-17T08:07:41,964,Genuine ,110761,BRADING,False
80562897,669733,12625,SHANKLIN,2022-11-16T16:14:26,2022-11-17T07:30:00,915,Under Review ,110029,HOPE BEACH SHANKLIN NEW,False
80562287,669733,12624,SANDOWN,2022-11-16T16:14:26,2022-11-17T07:30:00,915,Under Review - Non Impacting,110029,HOPE BEACH SHANKLIN NEW,False
80562288,669733,12623,YAVERLAND,2022-11-16T16:14:26,2022-11-17T07:30:00,915,Under Review - Non Impacting,110029,HOPE BEACH SHANKLIN NEW,False
80554910,671972,12616,GURNARD,2022-11-17T06:47:18,2022-11-17T07:30:00,42,Under Review - Non Impacting,109704,EGYPT POINT COWES,False
80555053,671972,12617,COWES,2022-11-17T06:47:18,2022-11-17T07:30:00,42,Under Review ,109704,EGYPT POINT COWES,False
80555516,672495,12617,COWES,2022-11-17T07:07:00,2022-11-17T07:23:00,16,Genuine - Non Impacting,109700,MARKET HILL COWES,False
80555772,672495,12616,GURNARD,2022-11-17T07:07:00,2022-11-17T07:23:00,16,Genuine - Non Impacting,109700,MARKET HILL COWES,False
80558732,671876,12575,HASTINGS PELHAM BEACH,2022-11-17T05:31:09,2022-11-17T07:15:59,104,Not Genuine ,109898,CINQUE PORTS WAY HASTINGS NO1,False
80558733,671876,12576,ST LEONARDS,2022-11-17T05:31:09,2022-11-17T07:15:59,104,Not Genuine ,109898,CINQUE PORTS WAY HASTINGS NO1,False
80558772,671928,12564,RAMSGATE WESTERN UNDERCLIFFE,2022-11-17T05:57:02,2022-11-17T07:15:00,77,Under Review ,109687,FOADS LANE RAMSGATE,False
80569197,671971,12573,CAMBER,2022-11-17T06:45:00,2022-11-17T07:00:00,15,Under Review - Non Impacting,110958,RYE,False
80557322,671960,12568,SANDGATE,2022-11-17T06:39:29,2022-11-17T06:46:39,7,Not Genuine ,109896,RANGE ROAD HYTHE K SHORT,False
80557032,671960,12569,HYTHE,2022-11-17T06:39:29,2022-11-17T06:46:39,7,Not Genuine ,109896,RANGE ROAD HYTHE K SHORT,False
80555052,671927,12617,COWES,2022-11-17T05:56:49,2022-11-17T06:45:00,48,Under Review ,109704,EGYPT POINT COWES,False
80555117,669745,12617,COWES,2022-11-16T16:25:39,2022-11-17T06:45:00,859,Under Review - Non Impacting,109702,ALBANY ROAD EAST COWES,False
80554909,671927,12616,GURNARD,2022-11-17T05:56:49,2022-11-17T06:45:00,48,Under Review - Non Impacting,109704,EGYPT POINT COWES,False
80554993,669745,12616,GURNARD,2022-11-16T16:25:39,2022-11-17T06:45:00,859,Under Review - Non Impacting,109702,ALBANY ROAD EAST COWES,False
80567812,667252,12625,SHANKLIN,2022-11-15T06:48:34,2022-11-17T06:20:58,2852,Genuine ,110097,SANDOWN NO2,False
80567807,667252,12619,SEAGROVE,2022-11-15T06:48:34,2022-11-17T06:20:58,2852,Genuine - Non Impacting,110097,SANDOWN NO2,False
80567808,667252,12621,BEMBRIDGE,2022-11-15T06:48:34,2022-11-17T06:20:58,2852,Genuine - Non Impacting,110097,SANDOWN NO2,False
80567761,667252,12622,WHITECLIFF BAY,2022-11-15T06:48:34,2022-11-17T06:20:58,2852,Genuine - Non Impacting,110097,SANDOWN NO2,False
80567598,667252,12624,SANDOWN,2022-11-15T06:48:34,2022-11-17T06:20:58,2852,Genuine ,110097,SANDOWN NO2,False
80567599,667252,12623,YAVERLAND,2022-11-15T06:48:34,2022-11-17T06:20:58,2852,Genuine ,110097,SANDOWN NO2,False
80569191,670143,12591,LITTLEHAMPTON,2022-11-16T18:49:21,2022-11-17T06:15:00,685,Under Review ,109971,BROADMARK LANE RUSTINGTON,False
80569409,672001,12549,HERNE BAY CENTRAL,2022-11-17T05:15:00,2022-11-17T06:12:00,57,Under Review ,111724,GAINSBOROUGH DRIVE HERNE BAY,False
80569410,672001,12551,HERNE BAY,2022-11-17T05:15:00,2022-11-17T06:12:00,57,Under Review ,111724,GAINSBOROUGH DRIVE HERNE BAY,False
80569196,671901,12573,CAMBER,2022-11-17T05:30:00,2022-11-17T06:00:00,30,Under Review - Non Impacting,110958,RYE,False
80554985,670197,12607,HILLHEAD,2022-11-16T19:15:00,2022-11-17T06:00:00,645,Under Review - Non Impacting,109717,NEWGATE LANE PEEL COMMON,False
80554981,670197,12606,LEE-ON-SOLENT,2022-11-16T19:15:00,2022-11-17T06:00:00,645,Under Review - Non Impacting,109717,NEWGATE LANE PEEL COMMON,False
80559385,671939,12582,SEAFORD,2022-11-17T04:34:42,2022-11-17T06:00:00,85,Under Review - Non Impacting,109957,PORTOBELLO BRIGHTON NO2,False
80558661,671939,12583,SALTDEAN,2022-11-17T04:34:42,2022-11-17T06:00:00,85,Under Review - Non Impacting,109957,PORTOBELLO BRIGHTON NO2,False
80563426,672494,12661,LANGSTONE HARBOUR,2022-11-17T05:30:00,2022-11-17T05:45:00,15,Under Review ,109772,BUDDS FARM HAVANT NO1,False
80563411,671870,12619,SEAGROVE,2022-11-17T05:12:00,2022-11-17T05:30:33,18,Not Genuine ,109785,SIMEON STREET RYDE,False
80563434,671870,12618,RYDE,2022-11-17T05:12:00,2022-11-17T05:30:33,18,Not Genuine ,109785,SIMEON STREET RYDE,False
80570782,671264,12557,MARGATE FULSAM ROCK,2022-11-17T01:15:00,2022-11-17T05:20:55,245,Genuine ,109674,MARGATE NO2,False
80570783,671264,12558,WALPOLE BAY MARGATE,2022-11-17T01:15:00,2022-11-17T05:20:55,245,Genuine ,109674,MARGATE NO2,False
80570800,671264,12560,JOSS BAY BROADSTAIRS,2022-11-17T01:15:00,2022-11-17T05:20:55,245,Genuine ,109674,MARGATE NO2,False
80571513,671264,12559,BOTANY BAY BROADSTAIRS,2022-11-17T01:15:00,2022-11-17T05:20:55,245,Genuine ,109674,MARGATE NO2,False
80563425,672493,12661,LANGSTONE HARBOUR,2022-11-17T03:09:19,2022-11-17T05:15:00,125,Under Review ,109772,BUDDS FARM HAVANT NO1,False
80555138,671019,12616,GURNARD,2022-11-16T23:56:23,2022-11-17T05:10:54,314,Under Review - Non Impacting,109706,HIGH STREET COWES,False
80556417,671019,12617,COWES,2022-11-16T23:56:23,2022-11-17T05:10:54,314,Under Review - Non Impacting,109706,HIGH STREET COWES,False
80554816,670632,12549,HERNE BAY CENTRAL,2022-11-16T20:30:00,2022-11-17T05:00:00,510,Under Review ,109677,EDDINGTON LANE HERNE BAY NO1,False
